Laptop,Status,Brand,Model,RAM,Storage,Storage type,Screen,Touch,Final Price,CPU_Brand,GPU_Brand,CPU_Type,GPU_Type,GPU_Category
"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",0,9,26,8,128,0,14.0,0,579.01,0,3,6,7,1
"Dell Vostro 3510 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,599.0,2,3,10,7,1
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",0,2,65,8,256,0,13.6,0,1519.0,1,3,2,7,1
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",0,3,98,16,512,0,15.6,0,1349.0,0,6,8,27,0
"MSI Thin GF63 12UDX-042XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",0,14,100,16,512,0,15.6,0,999.0,2,6,11,22,0
"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",0,13,56,16,512,0,15.6,0,829.01,2,2,11,5,2
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",0,13,61,16,1000,0,15.6,0,1569.01,2,6,12,23,0
"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",0,9,4,8,512,0,15.6,0,479.0,0,3,6,7,1
"HP Essential 255 G8 AMD 3020e/8GB/256GB SSD/15.6""",0,9,8,8,256,0,15.6,0,339.0,0,3,3,7,1
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/GTX 1650/15.6""",0,13,56,16,512,0,15.6,0,779.01,0,2,7,5,2
"Medion Akoya E14301 AMD Ryzen 5 3500U/4GB/256GB SSD/14""",0,15,15,4,256,0,14.0,0,499.0,0,3,7,7,1
"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",0,3,113,8,256,0,14.0,0,459.0,2,3,10,7,1
"MSI Modern 14 C12M-077XES Intel Core i7-1255U/16GB/1TB SSD/14""",0,14,68,16,1000,0,14.0,0,999.0,2,3,12,7,1
"ASUS ROG Strix G15 G513RM-HQ012 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/15.6""",1,3,87,16,1000,0,15.6,0,1899.0,0,6,8,23,0
"MSI Modern 15 B13M-280XES Intel Core i5-1335U/16GB/512GB SSD/15.6""",0,14,68,16,512,0,15.6,0,819.0,2,3,11,7,1
"HP 15S-eq2091ns AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",0,9,4,12,512,0,15.6,0,749.0,0,3,8,7,1
"Lenovo Ideapad Duet 5 Chromebook Qualcomm Snapdragon 7c/8GB/128GB eMMC/13.3"" Táctil",0,13,56,8,128,1,13.3,1,599.0,5,3,2,7,1
"Acer Nitro 5 AN515-47-R5K6 AMD Ryzen 5 7535HS/16GB/1TB SSD/RTX 3050Ti/15.6""",0,0,73,16,1000,0,15.6,0,1199.0,0,6,7,22,0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512 GB SSD/15.6""",0,13,108,8,512,0,15.6,0,449.0,2,3,10,7,1
"MSI Prestige 16 Studio A13VF-042XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",0,14,83,32,1000,0,16.0,0,1999.0,2,6,12,27,0
"HP 15S-EQ1158NS AMD 3020e/4GB/128GB SSD/15.6""",0,9,4,4,128,0,15.6,0,379.0,0,3,3,7,1
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",0,13,56,8,256,0,15.6,0,529.0,2,3,10,7,1
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",0,12,55,16,512,0,17.0,0,1799.0,2,3,12,7,1
"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",0,14,83,32,1000,0,16.0,0,1999.0,2,6,12,26,0
"ASUS E410MA-EK1356WS Intel Celeron N4020/4GB/64GB eMMC/14""",0,3,34,4,64,1,14.0,0,349.0,2,3,1,7,1
"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",0,9,76,32,1000,0,17.3,0,1799.0,2,6,12,27,0
"Medion Akoya E16401 MD62264 Intel Core i5-1135G7/8GB/512GB SSD/16.1""",0,15,15,8,512,0,16.1,0,499.0,2,3,11,7,1
"Lenovo V15 G2 ALC AMD Ryzen 3 5300U/8 GB/256 GB SSD/15.6""",0,13,108,8,256,0,15.6,0,399.0,0,3,6,7,1
"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1149.0,0,3,8,7,1
"Portátil Alurin Flex Advance Intel Core I5-1155G7 14""",1,1,48,8,0,0,14.0,0,368.7,2,3,11,7,1
"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,0,19,8,512,0,15.6,0,499.0,2,3,10,7,1
"ASUS Chromebook Vibe CX55 Flip CX5501FEA-NA0271 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Táctil",0,3,26,8,256,0,15.6,1,699.0,2,3,10,7,1
"MSI Stealth 17 Studio A13VG-017ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",0,14,92,32,1000,0,17.3,0,2949.0,2,6,12,28,0
"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",0,3,113,16,512,0,17.3,0,899.0,2,3,11,7,1
"HP Victus 16-e1007ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",0,9,112,16,512,0,16.1,0,1099.0,0,6,8,22,0
"MSI Pulse 17 B13VGK-085XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3""",0,14,86,16,1000,0,17.3,0,2099.0,2,6,12,28,0
"ASUS ExpertBook B1500CEAE-EJ3535X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",0,3,42,16,512,0,15.6,0,1049.0,2,3,12,7,1
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/512GB SSD/15.6""",0,15,15,8,512,0,15.6,0,499.0,0,3,8,7,1
"ASUS Vivobook 14 F1402ZA-EK611W Intel Core i5-1235U/8GB/512GB SSD/14""",0,3,113,8,512,0,14.0,0,719.01,2,3,11,7,1
"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",0,21,22,16,1000,0,15.6,0,2799.99,2,6,12,23,0
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",0,2,65,8,256,0,13.3,0,1219.0,1,3,2,7,1
"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",0,3,26,8,64,1,17.3,0,429.0,2,3,1,7,1
"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,499.0,2,3,10,7,1
HP Omen 16-b1016ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'',0,9,76,16,1000,0,16.1,0,1599.0,2,6,12,23,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3050/15.6""",0,13,56,16,512,0,15.6,0,1079.01,0,6,8,22,0
"ASUS ZenBook 14 OLED UM3402YA-KM091 AMD Ryzen 5 5625U/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,999.0,0,3,7,7,1
"MSI Bravo 15 B5ED-019XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX 6500M/15.6""",0,14,25,8,512,0,15.6,0,869.0,0,7,7,32,3
"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",0,3,98,16,512,0,15.6,0,1299.0,2,6,12,22,0
MSI Stealth 15 A13VF-019XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6'',0,14,92,16,1000,0,15.6,0,1799.0,2,6,12,27,0
"MSI Katana GF66 12UE-1202XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",0,14,58,16,512,0,15.6,0,1299.0,2,6,12,23,0
"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",0,14,68,16,1000,0,15.6,0,1169.01,2,3,12,7,1
"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",0,3,26,8,256,0,14.0,1,899.0,2,3,11,7,1
"Lenovo ThinkBook 16 G4+ IAP Intel Core i5-1235U/16GB/512GB SSD/16""",0,13,101,16,512,0,16.0,0,1089.0,2,3,11,7,1
"ASUS ZenBook 14X OLED UM5401QA-L7177 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1199.0,0,3,8,7,1
"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",0,8,14,16,2000,0,16.0,0,2899.0,2,6,12,24,0
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",0,2,65,8,256,0,15.3,0,1599.0,1,3,2,7,1
"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",0,13,56,8,256,0,15.6,0,499.0,0,3,6,7,1
"Acer Nitro 5 AN515-58-7571 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",0,0,73,16,512,0,15.6,0,1499.0,2,6,12,23,0
"MSI Prestige 16 Studio A13VE-046XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",0,14,83,16,1000,0,16.0,0,1899.0,2,6,12,26,0
"ASUS ZenBook 13 OLED UX325EA-KG744W Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",0,3,120,16,512,0,13.3,0,1199.0,2,3,12,7,1
"MSI Bravo 15 B5ED-018XES AMD Ryzen 7 5800H/16GB/512GB SSD/RX6500M/15.6""",0,14,25,16,512,0,15.6,0,999.0,0,7,8,32,3
"ASUS TUF Gaming A15 2023 FA507NU-LP045 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",0,3,98,16,512,0,15.6,0,1139.01,0,6,8,26,0
"HP Chromebook 15a-na0000ns Intel Celeron N4500/4GB/64GB eMMC/15.6""",0,9,26,4,64,1,15.6,0,376.0,2,3,1,7,1
"HP OMEN 17-cm2006ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17.3""",0,9,76,32,1000,0,17.3,0,1999.0,2,6,12,28,0
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",0,13,118,16,512,0,14.5,0,1529.0,2,3,11,7,1
"ASUS ExpertBook B1 B1500CEAE-BQ2834X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",0,3,42,16,512,0,15.6,0,799.0,2,3,11,7,1
"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",0,14,86,32,1000,0,17.3,0,1599.0,2,6,13,23,0
"Acer Aspire 5 A515-57-51Q4 Intel Core i5-1235U/8GB/512GB SSD/MX550/15.6""",0,0,19,8,512,0,15.6,0,1209.01,2,4,11,11,2
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512 GB SSD/15.6""",0,13,108,16,512,0,15.6,0,699.0,2,3,12,7,1
"Lenovo ThinkBook 14s Yoga G2 IAP Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",0,13,101,8,256,0,14.0,1,1163.02,2,3,11,7,1
"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,3,113,8,512,0,15.6,0,499.0,2,3,10,7,1
"ASUS P1512CEA-EJ0213X Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,3,42,8,256,0,15.6,0,609.0,2,3,11,7,1
"ASUS VivoBook Flip TP470EA-EC402W Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",0,3,113,8,512,0,14.0,1,899.0,2,3,11,7,1
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",0,13,56,8,512,0,14.0,0,999.0,2,3,12,7,1
"MSI Stealth 14 Studio A13VG-047XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",0,14,92,32,1000,0,14.0,0,2549.01,2,6,12,28,0
"MSI Stealth 16 Studio A13VG-036XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",0,14,92,32,1000,0,16.0,0,2599.01,2,6,12,28,0
"Samsung Galaxy Book2 Pro Intel Core i7-1260P/16GB/512GB SSD/13.3""",0,23,53,16,512,0,13.3,0,1549.0,2,3,12,7,1
"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",0,3,42,8,512,0,15.6,0,849.0,2,3,12,7,1
"MSI Modern 14 C12M-030XES Intel Core i5-1235U/16GB/512GB SSD/14""",0,14,68,16,512,0,14.0,0,699.0,2,3,11,7,1
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256 GB SSD/15.6""",0,13,108,8,256,0,15.6,0,345.0,2,3,10,7,1
"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",0,2,66,8,256,0,13.3,0,1619.0,1,3,2,7,1
"ASUS TUF Gaming F15 FX507ZU4-LP040 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",0,3,98,16,512,0,15.6,0,1519.01,2,6,12,26,0
"Acer Nitro 5 AN515-45-R6CN AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3080/15.6""",0,0,73,32,1000,0,15.6,0,2299.0,0,6,8,25,0
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/17.3""",0,21,22,16,1000,0,17.3,0,3099.99,2,6,12,23,0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",0,13,108,8,512,0,15.6,0,479.0,2,3,10,7,1
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",0,9,7,16,512,0,15.6,0,629.01,2,3,11,7,1
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",0,13,108,16,512,0,15.6,0,475.0,0,3,7,7,1
"ASUS TUF Gaming F15 FX507ZV4-LP047 Intel Core i7-12700H/16GB/1TB SSD/RTX 4060/15.6""",0,3,98,16,1000,0,15.6,0,1799.0,2,6,12,27,0
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",0,13,108,8,256,0,15.6,0,449.0,2,3,10,7,1
"Acer Nitro 5 AN515-47-R6UV AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 3050Ti/15.6""",0,0,73,16,1000,0,15.6,0,1299.01,0,6,8,22,0
"ASUS TUF Gaming F15 FX507ZV4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/15.6""",0,3,98,32,1000,0,15.6,0,1999.0,2,6,12,27,0
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Midnight",0,2,65,8,256,0,13.6,0,1519.0,1,3,2,7,1
"HP ChromeBook 14a-na1006ns Intel Celeron N4500/4GB/64GB eMMC/14""",0,9,26,4,64,1,14.0,0,379.0,2,3,1,7,1
"MSI Creator Z16 HX Studio B13VFTO-034ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16"" Táctil",0,14,29,32,1000,0,16.0,1,2729.01,2,6,12,27,0
"Medion Erazer Crawler E30 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050 Ti/15.6""",0,15,41,16,512,0,15.6,0,859.0,2,6,11,22,0
"LG Gram 17Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/17""",0,12,55,32,1000,0,17.0,0,1809.01,2,3,12,7,1
"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",0,14,86,16,1000,0,17.3,0,1899.0,2,6,12,27,0
"HP 255 G8 AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",0,9,8,8,512,0,15.6,0,388.0,0,3,6,7,1
"Lenovo V15 G2 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,13,108,8,256,0,15.6,0,499.0,2,3,11,7,1
"Lenovo IdeaPad Gaming 3 15ACH6-381 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3050/15.6"" (PT)",0,13,56,8,512,0,15.6,0,944.82,0,6,7,22,0
"ASUS ROG Strix G16 G614JZ-N3008 Intel Core i7-13650HX/32GB/1TB/RTX 4080/16""",0,3,87,32,1000,0,16.0,0,2599.01,2,6,12,29,0
"ASUS VivoBook 15 F1500EA-EJ3069W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",0,3,113,16,512,0,15.6,0,909.0,2,3,12,7,1
"MSI Summit E13 Flip Evo A13MT-228ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.4"" Táctil",0,14,93,16,1000,0,13.4,1,1799.0,2,3,12,7,1
"ASUS E410MA-EK1928WS Intel Celeron N4020/4GB/64GB eMMC/14""",0,3,34,4,64,1,14.0,0,452.0,2,3,1,7,1
"HP Pavilion 14-dv2004ns Intel Core i5-1235U/16GB/512GB SSD/14""",0,9,79,16,512,0,14.0,0,899.01,2,3,11,7,1
"LG Ultra PC 17U70Q-P.AA78B Intel Core i7-1260P/16GB/1TB SSD/RTX 3050Ti/17""",0,12,106,16,1000,0,17.0,0,1999.0,2,6,12,22,0
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050/15.6""",0,13,56,16,512,0,15.6,0,1029.01,2,6,11,22,0
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512GB SSD/15.6""",0,13,108,8,512,0,15.6,0,509.0,2,3,11,7,1
"Lenovo V15 G2 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",0,13,108,8,512,0,15.6,0,442.99,0,3,7,7,1
"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",0,14,29,32,1000,0,16.0,1,2499.0,2,6,12,26,0
"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",0,23,53,8,256,0,15.6,0,849.0,2,3,11,7,1
"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",0,5,115,8,256,0,15.6,0,690.15,2,3,11,7,1
"ASUS ExpertBook B3 Flip B3402FBA-EC0434X Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",0,3,42,8,256,0,14.0,1,1179.0,2,3,11,7,1
"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",0,3,98,32,1000,0,17.3,0,1899.01,0,6,9,28,0
HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',0,9,112,32,512,0,16.1,0,1499.01,2,6,12,23,0
"Asus TUF Gaming A15 FA507RR-HQ008 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3070/15.6""",0,3,98,32,1000,0,15.6,0,1889.0,0,6,8,24,0
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Blanco Estrella",0,2,65,8,512,0,13.6,0,1869.0,1,3,2,7,1
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",0,13,102,16,512,0,15.6,0,1129.0,0,3,8,7,1
"MSI Prestige 13 Evo A13M-068ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.3""",0,14,83,32,1000,0,13.3,0,1599.0,2,3,12,7,1
"Lenovo Chromebook IdeaPad 3 CB 14IGL05 Intel Celeron N4020/8GB/64GB eMMC/14""",0,13,56,8,64,1,14.0,0,391.0,2,3,1,7,1
"HP ProBook 650 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",0,9,85,8,256,0,15.6,0,709.0,2,3,11,7,1
"Dell Vostro 3520 Intel Core i7-1255U/16GB/512GB SSD/15.6""",0,5,115,16,512,0,15.6,0,889.0,2,3,12,7,1
"ASUS ROG Zephyrus G16 2023 GU603VI-N4006 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",0,3,87,32,1000,0,16.0,0,2599.0,2,6,13,28,0
"MSI Modern 15 B5M-017XES AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",0,14,68,16,512,0,15.6,0,899.0,0,3,8,7,1
"HP OMEN 16-n0012ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050Ti/16.1""",0,9,76,16,512,0,16.1,0,1399.0,0,6,8,22,0
"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",0,9,26,8,128,1,14.0,0,458.99,2,3,5,7,1
"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",0,14,29,32,1000,0,17.0,1,2979.01,2,6,13,27,0
"MSI Prestige 14 Evo B13M-276ES Intel Evo Core i7-13700H/16GB/512GB SSD/14""",0,14,83,16,512,0,14.0,0,1399.0,2,3,12,7,1
"HP Pavilion Plus 14-eh0008ns Intel Core i7-1255U/16GB/512GB SSD/RTX 2050/14""",0,9,79,16,512,0,14.0,0,1729.01,2,6,12,17,0
"Acer Aspire 3 A314-36P-30XR Intel Core i3-N305/8GB/512GB SSD/14""",0,0,19,8,512,0,14.0,0,599.0,2,3,10,7,1
"MSI Raider GE68HX 13VF-046XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",0,14,88,32,1000,0,16.0,0,2499.0,2,6,12,27,0
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Gris Espacial",0,2,65,8,256,0,15.3,0,1599.0,1,3,2,7,1
"ASUS ROG Strix Scar 16 2023 G634JY-N4013 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/16""",0,3,87,32,1000,0,16.0,0,3699.01,2,6,13,30,0
"Acer Extensa 15 EX215-54-51BK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",0,0,43,8,512,0,15.6,0,450.0,2,3,11,7,1
"Acer Aspire 3 A315-58-77EL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",0,0,19,16,512,0,15.6,0,749.0,2,3,12,7,1
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/16GB/512GB SSD/14.2"" Gris Espacial",0,2,66,16,512,0,14.2,0,2209.0,1,3,2,7,1
"MSI Creator M16 B12UDX-688XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3050/16""",0,14,29,16,512,0,16.0,0,1399.0,2,6,12,22,0
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8 GB/256 GB SSD/15.6""",0,13,108,8,256,0,15.6,0,449.0,0,3,7,7,1
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/nOS/14""",0,1,47,8,512,0,14.0,0,449.9,2,3,10,7,1
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Gris Espacial",0,2,65,8,512,0,13.6,0,1869.0,1,3,2,7,1
"ASUS Chromebook Flip CM1 CM1400FXA-EC0109 3015Ce/8GB/64GB eMMC/14"" Táctil",0,3,26,8,64,1,14.0,1,449.01,1,3,2,7,1
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8GB/512GB SSD/15.6""",0,13,108,8,512,0,15.6,0,419.0,2,3,10,7,1
"MSI Prestige 14 Evo B13M-282ES Intel Evo Core i5-13500H/16GB/512GB SSD/14""",0,14,83,16,512,0,14.0,0,1339.01,2,3,11,7,1
"HP EliteBook 840 G3 Intel Core i5-6300U/16GB/512GB SSD/14""",1,9,38,16,512,0,14.0,0,312.83,2,3,11,7,1
HP Victus 16-d1030ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16.1'',0,9,112,16,1000,0,16.1,0,1299.01,2,6,12,22,0
"HP Pavilion 14-ec0011ns AMD Ryzen 7 5700U/16GB/512GB SSD/14""",0,9,79,16,512,0,14.0,0,899.01,0,3,8,7,1
"MSI Creator M16 B13VE-680XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",0,14,29,16,1000,0,16.0,0,1749.0,2,6,12,26,0
"ASUS ROG Strix Scar 18 2023 G834JY-N5012 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/18""",0,3,87,32,1000,0,18.0,0,3699.01,2,6,13,30,0
"ASUS Zenbook 14 OLED UX3402ZA-KM020W Intel Evo Core i5-1240P/16GB/512GB SSD/14""",0,3,120,16,512,0,14.0,0,1199.0,2,3,11,7,1
"ASUS Vivobook 17 F1704VA-AU084W Intel Core i7-1355U/16GB/512GB SSD/17.3""",0,3,113,16,512,0,17.3,0,999.0,2,3,12,7,1
"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",0,2,65,16,256,0,13.3,0,1349.0,1,3,2,7,1
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""",0,18,89,32,500,0,15.6,0,1549.0,2,6,12,23,0
"HP OMEN 16-n0009ns AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/16.1""",0,9,76,16,1000,0,16.1,0,1699.01,0,6,8,23,0
"ASUS TUF Dash F15 FX517ZM-HN002 Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",0,3,98,16,512,0,15.6,0,1699.0,2,6,12,23,0
"ASUS Chromebook CX1500CKA-EJ0181 Intel Celeron N4500/8GB/64GB eMMC/15.6""",0,3,26,8,64,1,15.6,0,382.0,2,3,1,7,1
"Alurin Go Intel Pentium N4200/8GB/128GB SSD/nOS/14.1""",0,1,54,8,128,0,14.1,0,309.91,2,3,5,7,1
"HP 255 G8 AMD Ryzen 3 3250U/8 GB/256GB SSD/15.6""",0,9,8,8,256,0,15.6,0,379.0,0,3,6,7,1
"ASUS ExpertBook B7 Flip B7402FBA-L90638X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",0,3,42,16,512,0,14.0,1,2109.0,2,3,12,7,1
"MSI Prestige 16 A12UD-220ES Intel Core i7-1280P/16GB/1TB SSD/RTX 3050Ti/16""",0,14,83,16,1000,0,16.0,0,1889.0,2,6,12,22,0
"Dell Latitude 3520 Intel Core i5-1135G7/8GB/256 GB SSD/15.6""",0,5,60,8,256,0,15.6,0,789.0,2,3,11,7,1
"HP ENVY x360 13-bf0003ns Intel Evo Core i7-1250U/16GB/1TB SSD/13.3"" Táctil",0,9,40,16,1000,0,13.3,1,1399.0,2,3,12,7,1
ASUS TUF Gaming F17 FX707ZV4-HX004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/17.3'',0,3,98,32,1000,0,17.3,0,1999.0,2,6,12,27,0
"ASUS VivoBook 15 F515EA-BQ1359 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",0,3,113,8,256,0,15.6,0,399.0,2,3,10,7,1
"Apple Macbook Air Apple M2/16GB/256GB SSD/GPU Octa Core/13.6"" Midnight",0,2,65,16,256,0,13.6,0,1639.01,1,3,2,7,1
